words
bebedag
bledbed
betikel
bekbekan
bulusan
biangbiung
bajag
borang
bisama
bias
bileh
brewok
blandar
barung
becica
buri
baos
balong
blubuh
banget
biled
buug
bebek
bon
buket
bunder
baang
beling
boga
bayung
berek
brangti
Belawa
buut
bakbak
bregud
bacak
baan
bocok
bajang
benal
bregiding
bonyok
base
bensin
bebel
burbur
bapang
betutu
bliged
batabin
brega
biang
belatin
bisanja
buntek
baak
buset
bingung
bendeng
bejad
blongkang
baneh
benggol
bioskup
bahni
bantas
bantih
bebee
butuh
Bamadewa
bandil
benges
buung
benyeg
babad
belut
badung
begina
blibis
Buda
bangket
babak
bada
Brahma
bengkiwa
bendo
balu
blegag
blakas
batek
besi
besah
baksa
boco
bentig
banjur
brerong
bedil
badai
bungsah
baco
bancel
bih
burat
banten
bol
Banyu
Pinaruh
bik
Bebuksah
bakung
barak
bitbit
bata
baler
bisu
blesat
baa
baur
batak
bengkang
bangsel
baudanda
binggrut
brusuk
batar
bangku
bedeg
betak
bejek
bedag
Berawa
brekes
bogbog
bungas
botol
berag
barah
bebiki
bedos
bekutis
briag
bubuh
Bujangga
bangkung
beneh
bama
buku
basa
brangsongan
bulang
bangun
balon
bisakan
beron
bok
bintenu
babuk
bakas
biut
bangsit
blinguh
blikut
biulan
batbat
bacok
batil
batik
basang
biana
Krg
banjah
bajra
bronyot
bebas
ber
bedagal
brangengengan
bengil
bajeg
brahmantian
batan
baca
brandal
bakuh
bracuk
biapara
belur
bija
berit
bengkel
bonglak
banglong
bolong
basah
basmi
banen
blecek
bregeja
blegeran
bupala
barangan
biad
bola
bibid
besek
bongkos
badih
bengong
bege
bangkuk
batu
bugbug
brunaha
bengkul
biseka
bantang
bangkot
babar
bendusa
basta
beneng
buritan
bangkit
bangsah
bangal
baing
bidak
bentug
bunut
bliung
buncal
bagawan
blekok
bulung
busuk
benjo
bungkah
buruh
Brayut
Bratayudha
beteng
bideg
bingkrut
bebolong
blingbing
bius
berang
biting
beduu
begeh
brana
betas
boh
brintug
babuang
bokat
belang
blengbong
blanguh
bedidang
beli
breset
bengkuluk
beteg
baluan
bedogol
blagbag
bunglun
bungsel
bupati
bandeng
bungkus
bulan
brengga
blinder
bregah
baag
boreh
bongkek
bah
banar
bangkig
been
biah
bidugal
berokan
bongbong
bukur
bongkar
binih
bikun
bluluk
bacem
bacem
bungker
bungker
bedah
busah
benger
bendet
bleseng
bladbadan
bagia
betus
banas
balbal
bule
bandrang
biat
bebangkit
balok
borbor
bebotoh
beten
bincuh
bau
betel
bondres
blatung
bahu
bedel
blangsut
belah
buit
buit
buncing
bade
bedigul
biasa
baturai
banges
belong
blalu
buron
baon
blengkakan
butbut
ba
blenguh
bantiran
bibih
banggiang
bligbag
baka
bruak
brecek
binder
bongol
biur
banggul
becol
blulang
bates
bungalan
badeng
bekem
bubu
bangkung
bangkung
bangkruk
bleseg
bintul
buyan
bere
blabar
banjar
betekan
besil
betbet
badong
bengkis
blengkeh
brangas
beluk
briuk
bentet
bikas
bulen
beleg
bantat
bongkol
bingbang
bangiangan
bongkeng
badi
belbel
blikbuk
bantar
bunteh
bintak
bosbos
botoh
bangka
beger
bruag
buyung
banteng
bekicot
bano
bongok
bale
bungkul
boes
bakul
bonges
bekbek
bajid
bedigal
bencana
brorot
betuk
bengkekok
bangsuh
bentang
badur
bunbun
benye
benya
beod
bloran
bencangah
blimbi
balang
banggras
bodo
bangkiang
busan
bang
bente
blencong
balut
beh
bulun
baon
brusut
bali
bekekok
bungkilan
baseh
bujuh
bero
bawa
benyad
blayag
bungklek
bulus
buncis
biakala
bea
bregu
blongkak
banci
bicak
belu
bencanaina
brawah
balan
belok
blitbit
bokongan
brasta
benyek
baji
bruang
blegos
bebontol
biu
bubuksah
blacak
blintak
bungbung
bijal
Brahman
basong
bagal
bungker
bangsung
belek
bulitan
balian
baulu
bucu
becek
buras
blegodah
bogol
budeg
bebadesan
bengel
blenget
babi
brahmanda
bokoran
bunter
beros
boma
bangkuang
bangkluk
bengor
beduda
buleh
bramarawilasita
bumara
bantot
blau
bagbag
bentawas
bena
bungeng
benjang
berat
bibi
babah
bancut
bentir
bom
bangkak
banggi
buus
bedau
belas
bisen
benol
basma
belig
bilih
bes
bati
boko
bidara
benah
brutus
bojog
bikul
bekul
bagas
busbusan
bisah
biksu
beras
bunculan
binas
bendot
banban
borok
blangsung
bonggan
biayuhan
bapak
bawak
budag
bares
brakbak
brukbuk
bekek
bresbes
bual
blejing
benteng
bantus
bubuk
berud
bontot
bagu
belad
bekung
bengkuk
boboh
blegandang
boda
bais
brekis
bekukung
borong
bandreng
bakat
batur
bedasmara
bingin
bejigar
bingkit
bandung
bedet
canggol
cikut
congah
crucuh
canigara
cleteng
cegeh
clembong
clekut
cenikih
cap
candul
canggleng
cundang
carem
ceget
caun
compeng
coton
cur
catet
cendek
cueng
capahan
cenang
ceput
crewet
cabak
cibik
campah
cublik
cumang
closcos
ceteg
cungklik
cuki
cekuk
cape
cape
clekongkong
celeg
cek
cenes
ci
cuken
cleketik
cedut
cukong
congcong
condong
cacarina
ceteng
cibluk
cingcing
clantungan
cepet
Cik
cedang
cepek
cleguk
cleketikan
Cupak
cakra
Cedokan
Uga
celak
cetet
cengurit
cepo
cog
centong
cengkal
clepek
cadi
cacing
cai
candra
wilasita
celeng
celengan
camah
cocol
cok
cepil
clalongan
cecelan
carub
cering
clekodok
cadel
cengkud
canting
candu
culing
compak
cepuk
cengur
Cewagara
cabuah
congklok
cantok
canda
cabar
cawiri
ceking
cengong
cedit
cekel
cekut
cabak
cacah
cadang
gonggang
celed
cuet
cekeh
cemara
coplos
caluh
caraka
cicih
clebok
ceplis
cegem
cingkrem
cukup
canggah
croring
cedar
cing
cedig
colok
colo
cengkeh
cureng
cegus
cendet
cangkrama
coog
crutcut
cukit
candet
cangget
cepok
cekeker
ceret
cauh
cuntaka
cia
cuat
cuah
cuah
calo
carat
curut
cengkir
cengkong
ceper
crorot
cagreng
cedek
clepuk
cekle
caak
coblok
cacad
Cetra
col
cacarang
cengeg
clemik
crotcot
conge
conge
crungcung
clebongkak
cub
cambeng
centok
cegreng
cemplung
circir
cramah
coblong
cemlek
cuh
clebungkah
carang
capcap
cening
core
capleng
cengeng
cegeng
crekeh
Cubling
cadok
clengag
cohcoh
cula
camok
culik
cakup
clempik
catut
cekahan
crawis
cucuk
catot
carca
cacar
cegung
cucul
cluag
cokor
cicip
cukcuk
curuk
curukan
cuit
celagi
creking
cukat
cegingan
clompong
cenggeh
cluis
cunguh
ceker
clapat
cala
cretcet
cili
cilian
caksu
creceh
cracah
celeb
Candila
crangcang
catri
cilak
ceglong
catur
cemeng
clale
cingklak
ceder
catu
cramcam
Calonarang
cegut
corok
cetak
clengik
cara
compong
canggu
ceniga
clenggek
clekontong
culup
ciit
cekap
culung
cupar
curik
caya
capat
centeng
clenger
cantel
carik
cangkrim
cepung
cepol
cruit
clana
clengek
celor
clebingkah
craken
clempang
cakep
cabul
cedir
ceclantungan
clekes
cedem
clemeh
cager
clungap
caglek
criret
clancan
crungung
cengongol
clubcub
cruet
cook
cemoh
cengkok
curut
crongeng
cangking
celih
cakar
cembo
cangak
caneg
centula
cokcok
cangglak
candi
contok
crenggah
clekutak
clodoh
cegong
cenil
celub
cetrung
cungik
cebleg
cingak
clepeh
codet
ceraki
congkak
cor
cegleh
cokorda
cekah
cangkem
cempleng
cenengan
cligcig
cekoh
cikal
clegongan
cekak
contreng
cerek
congger
cliuk
cerah
celang
clegos
cebur
cengung
cam
cono
ceplos
cucutan
cebceb
cemil
cenana
ceta
clengkung
cedug
cili
cumbu
cliscis
ca
cadik
cepik
celep
clieb
coak
cracap
cahcah
cremos
cet
cukli
cihna
cematu
cenik
cerok
crongcong
clucuh
cawi
cemos
centel
clemonos
cekcek
cacang
caklok
celir
curiga
ceki
cotek
clepota
crekia
cekek
ceket
campur
caplok
cengir
cebleng
ceceng
cenged
cesta
cadang
candung
cumpu
cangkling
cote
Caniscara
coklat
cawan
ceketan
clika
cengeh
capil
ceceh
cleketak
cacarin
cliting
coba
cabcab
cute
codcod
cuab
cedok
cungkub
capala
cegik
cebuah
comel
cegrong
caluk
cruduk
cenag
cota
caplus
clocoh
cemer
cat
cane
cang
centung
cremi
cakur
celing
cawis
cucu
cenat
cikar
cag
cag
craki
clempung
clegokan
cob
cengked
coong
celong
cuk
cokot
curing
carma
cegah
cupit
celek
caling
candak
caguah
conto
ceeng
crapcapan
cengel
cegur
ciing
cem
corek
cakli
cogroh
Candra
Birawa
cegceg
cengek
cerik
centang
cedil
cidra
calcal
cekes
campang
canggem
cescesan
cocok
cekot
copet
cakang
campuh
celu
cenidra
cutet
cekuh
cangcang
cleketek
cepeng
cambra
cecel
cograh
caping
cledced
corcor
cempaga
cenger
cengkeng
cucur
ciblun
camput
cagluk
cengkilik
Cintia
celuk
cemped
culalong
cakal
ceped
cangkah
cubang
cruak
cetik
clekotok
colo
colo
clekur
cupik
cinglar
caweli
cleket
catus
camil
crekcek
cempaluk
cimped
clengking
coet
cregem
cotot
clepcep
cabang
cluluk
cruing
corong
cekir
campleng
colong
cecek
canggang
clebug
cegir
crenggeh
caket
cuil
cecebur
cabol
cigcig
cupek
cece
cengkang
cucuh
ceti
cinging
caplag
cedur
clogcag
cod
candrawasih
cadu
sakti
crukcuk
cuntil
cepag
cocong
clegek
celos
cendol
corah
candala
cantet
cedel
cutak
caplir
cedor
cicil
coloh
ciplak
catra
celcel
cacep
cukur
Cedi
culik
culik
cetag
ceda
cludak
celeng
cawet
canang
cuka
cueh
carum
cekalan
candra
capung
crita
curek
cindana
cakcak
canging
clembeng
cekeg
cacaranga
capuh
caplis
cokeh
cekug
caratan
cegek
curna
cekok
cembe
crobo
cotol
cecepan
Cina
cupu
cari
catok
coda
cekepit
cadot
celig
criring
cecean
clepik
cucud
cempaka
ceguk
calon
cengceng
creme
cadong
cangkit
cagak
cengil
cunduk
congkel
culig
cobek
calung
cengkrong
camat
coblak
culuk
cangkok
cen
cenggoret
cekol
cocor
clebut
clekenting
calep
crongkak
camplung
capluk
clap
cap
capah
cawang
cetok
congak
camed
caru
cangklong
ceet
cicing
colek
cepaka
cepong
celut
cantik
creret
dangsil
dasih
durnimita
duuh
dongol
durmanggala
deking
daluman
desti
dursila
dawa
daken
deep
dilah
dileh
dundun
dama
dogeran
duri
dandanan
dina
Duarawati
dupa
deh
dangin
dumon
danyuh
dini
dong
darsana
dredes
dekil
dampiak
deket
duli
detia
desa
dung
dengkluk
delok
dumadak
dengkleng
durbudi
dresaksat
doyan
dicubit
damping
deng
dildil
darapati
drenggi
dibuat
dr
dulengek
doang
dongkang
dosa
dungkul
deleng
dang
dasi
demplok
durus
dengang
duara
der
dagel
dudut
dongkrak
dipta
dreman
dees
dodot
dangka
dukut
dresta
danawa
dua
ja
doracara
da
dagang
dius
dobol
dulang
mangap
dengkul
dura
daet
dayung
doglag
dringo
dileng
daat
damel
dagdag
dugdug
dangang
dangang
dolop
dija
dereng
dingeh
dingkrik
durbala
dedari
dampati
dreda
dulang
damah
dadu
duren
Dek
dedinan
dadal
degeng
derim
dwija
dus
demen
depe
dalu
Dalem
detdet
dedeleg
daga
dasdas
dungket
dauh
dampar
dungkang
dibia
damang
diksa
dumara
delod
daja
demit
dintrik
damprat
duluh
dengke
dudus
dam
deril
dikte
data
Desta
dungki
dangkal
dekdek
deres
dangar
do
deleg
dlima
dateng
dlungdung
dedel
dlepek
depang
di
don
dengdeng
dokter
dlegdeg
dengas
desel
demih
dumun
dewa
dogol
dolar
dadang
dapes
dadia
dardar
dalem
dapang
demdem
dakangan
dekuk
dayuh
dewangga
Dengen
diri
dusdus
dungkap
daut
duskreti
debel
drawa
diatmika
dangsah
dunung
dakit
dosen
dawet
dedeling
depdepan
dete
daksa
dewata
damar
dupak
depeng
diman
dumengguh
dapet
dingkil
Dasarata
Dimba
dangul
dengel
doh
dodos
dangan
dingding
dlagdag
Dungulan
dana
duka
dwipa
didi
damuh
darma
dauk
dupdup
dalet
dangsek
dongkrong
duut
dulu
dikapan
dogdog
dausa
drona
dresti
dalang
dara
daar
dokar
daya
duhun
depin
delak
delik
dalih
dapetan
due
danan
duncap
dii
damek
dudon
dlumuk
durung
dangal
dengkol
dumilah
derep
durgama
dumade
dacin
duhung
danganan
De
Danuh
Danuja
dempet
demengguh
Dirah
dau
denden
dane
dewi
dengeng
dadap
dag
dimpil
dekah
Dorakala
dropon
dil
delep
dirga
diwang
doos
diah
deling
dedalu
datu
dadong
dadak
dekung
dusta
degdeg
dratikrama
dlenging
dadar
delek
dompet
Dimbi
dekot
dusun
duda
depuk
dongsok
dig
drisdis
Dusasana
demang
dede
darat
dengklep
Demung
dempal
delik
dedeh
dot
dluang
dastar
dol
dampuk
drumpak
degag
deleh
detik
das
dem
ditu
dadah
dedani
dira
duma
daem
duk
del
Durga
depa
dukuh
duduk
dore
dum
drika
diapi
ditdit
dlekep
dautina
dolog
duskreta
dengkek
dumalada
Dangu
dongklang
dandan
dame
daak
dasaran
data
data
dasa
dengek
daa
depa
depe
dilap
daag
diig
Dusana
daah
duuh
daridra
dewasa
dengken
dengken
Duaparayuga
dumi
duratmaka
dibi
dada
danta
dugas
dulur
dueg
diis
diis
dengkak
dugdug
dreti
dlatdat
duana
dlesdes
dom
dening
drumpuk
dua
deles
dinar
duegan
dingkling
dedali
dlehdeh
dempe
dapdap
dengkrek
den
dipdip
datdat
demek
dangdang
dares
dekem
doplang
Duryadana
desek
daki
dipan
dukun
dlupak
dangdeng
diana
Daji
dami
dekes
dengkal
dumugi
didih
danga
daksina
dekuh
Dasamuka
duung
dengus
dampeh
duhkita
duun
doleg
dingklik
duak
dopdop
dedes
delu
dengok
dengko
dapak
dadua
dlepdep
dangkrak
dingkrik
druta
wilambita
dawang
dawang
daweg
dakep
deluk
dokdok
dabdab
danda
dengkik
dingin
dingin
dokok
deeng
duga
dewati
duur
duta
deluh
daun
dempul
dados
dempel
domba
durjana
doning
dilah
dulame
dalit
dodol
dui
diding
dadung
darpana
dasar
dogen
dakep
dakep
drowaka
darta
ding
dompa
deris
diastu
driki
dagdigkrana
dangap
dangap
dawat
duh
derek
dangla
dengeh
damuh
damuhan
dodakawretta
Desak
dewek
darang
daging
dingin
deldel
daap
deep
dukduk
delem
danu
Dayu
Dora
duldul
dadi
dagan
dwijati
dim
Durma
dagdag
enden
empek
embot
ental
enjit
engsut
engkag
eweh
engsub
embon
endut
emo
endik
entut
epil
endah
embid
engsog
enjet
endan
engengan
eteh
eteh
entil
engkek
epuh
enced
engkik
endir
edah
engkal
ember
engkel
endok
enah
epeh
emben
engap
engap
ebek
engkak
engkak
encal
ergilo
enggung
engkog
elik
enjer
emped
embung
enteg
empesan
ebog
eyeg
engkes
emper
endig
encur
eman
embuh
ecer
eleg
eleg
entog
etet
enyog
eh
ekok
ecet
entud
embang
eben
elel
eeb
embus
encob
enjok
enjok
enjek
embet
embir
empul
ecak
eteng
entap
erep
emol
endus
enteb
engging
e
embad
encep
ebel
embud
entel
encak
embal
embalan
ecek
ees
encing
edeh
eruh
entip
eedan
erang
erang
epang
esuh
emban
engken
enjot
edeng
eling
enter
engit
enjor
ender
engkok
edalem
enceg
engkuk
engkuk
ece
epot
endong
enceh
enjuh
endit
enggal
empes
epal
embol
ewer
enjel
Erangan
elog
endeh
endep
ebuh
endang
endal
enduh
egol
enduk
esti
egoh
engked
endes
engkig
elah
encah
entak
empad
embur
empuk
engkah
enceb
empan
eer
engkak
empak
enjung
egeg
enggong
edih
eed
endih
er
een
endon
empet
e
kara
engol
entas
engkuk
encewere
entik
empret
embas
empas
ewa
encit
epeng
eres
eraja
entak
entak
eloh
encik
epes
embut
entul
eep
embit
empol
ejong
ele
epor
ebed
enggot
ento
etang
emplegan
enggok
Elit
ebet
engkad
encak
encik
eret
edan
engkis
etes
engkid
empos
erang
erek
emping
engkug
engkugan
embo
empeg
empog
ebeb
empal
enten
emblong
egar
embah
empugan
empu
encot
empug
engkol
enjing
ewu
empeng
empel
embul
ekat
endongan
ebat
ered
endep
endep
embong
empis
engseb
embok
empah
eka
eeg
enggang
endek
enggon
enggel
emeng
empok
eloan
emba
ekonomi
encet
embuk
enggan
endog
empon
enjut
endel
engkik
engkir
entah
enjik
emed
es
egah
enteng
empeh
eda
empehan
encol
engsel
empag
engsap
erab
ended
endas
entug
empi
entung
ereb
engkeb
engsek
engsah
engket
ende
eled
embak
entuk
epep
endag
enyor
eras
enap
ersani
glagar
gek
gek
Gunawan
gegrisikan
gering
glebes
glibir
goncang
guam
gulung
gantul
gereng
glandok
gantung
gedeng
gebir
gimpek
gragas
glegeh
ganja
gesges
gundul
gedeh
gedog
gerok
gudig
gau
gerem
gincir
glinter
gores
giling
gubah
garmen
gaus
gedeblar
gipih
gayas
getung
grendet
grikgik
groes
getor
glembang
gorgor
gunting
gatik
gremus
glebeg
grenjit
gadgad
ganggang
geber
geber
geblag
gelik
gembol
gamgam
glempeng
gobang
gedong
gocol
gilgil
gumuk
goyang
grebesa
gentewang
Gana
giseh
gredged
galung
gamongan
gemblang
gitik
gega
gemuk
gapi
goyah
gandu
glantuk
glanuk
grago
grinda
gentong
gendis
gili
ganal
genjar
genjir
gae
gremang
gidih
greget
grebeg
gilih
glayung
gunggung
ganceng
getok
genjang
genjong
glideh
gayam
gangsuh
gintungan
gait
gotong
gremos
gonot
gentuh
giging
gonjer
gatgat
golgol
gumitir
geg
geban
gebuh
gadagan
geduh
gogeh
gecek
giat
gincuh
gregoh
grita
giur
gerek
geter
genggang
goh
gedibeg
got
gubar
gembel
gedab
gumbleng
glidir
guyang
garut
gejir
gembong
